source,target,weight
Martin Henriksen,nyheder.tv2.dk,4
Martin Henriksen,politiken.dk,2
Martin K. Madsen,180grader.dk,1
Martin K. Madsen,dr.dk,3
Martin K. Madsen,jyllands-posten.dk,2
Martin K. Madsen,nan,15
Martin K. Madsen,nyheder.tv2.dk,1
Martin K. Madsen,politiken.dk,1
Martin K. Madsen,videnskab.dk,1
Mashie🤙🏻🇸🇪🏴‍☠️🤍🇬🇷🇩🇰,gota.media,1
Mathias Rinaldo - Venstre,jyllands-posten.dk,1
Mats Yxhäll,twitter,1
Mats ❤️🇸🇪,gp.se,1
Mats 🐘,vaken.se,1
MaxFresh,nan,1
MaxFresh,twitter,1
May Bjerre Eiby,berlingske.dk,1
May-Britt Kattrup,berlingske.dk,14
May-Britt Kattrup,borsen.dk,6
May-Britt Kattrup,dr.dk,2
May-Britt Kattrup,facebook,11
May-Britt Kattrup,jyllands-posten.dk,1
May-Britt Kattrup,nan,14
May-Britt Kattrup,nyheder.tv2.dk,2
May-Britt Kattrup,politiken.dk,3
Medea 🪓🪓,samnytt.se,1
Mediehuset Friheden,nan,7
Mediemøllen,folkets.dk,2
Medierne fortier omfanget af muslimsk kriminalitet,denkorteavis.dk,1
Medierne fortier omfanget af muslimsk kriminalitet,ksdha.wordpress.com,6
Medierne fortier omfanget af muslimsk kriminalitet,nan,1
Mesalina,aftonbladet.se,1
Mia Vestermark,gota.media,1
Micael Lønstrup,information.dk,2
Micael Lønstrup,nan,2
Micael Lønstrup,politiken.dk,1
Micael Lønstrup,videnskab.dk,1
Michael (2020) 🇩🇰 (🖕🏻🇪🇺),nan,2
Michael Bang Petersen,berlingske.dk,1
Michael Bjerg Hansen,nan,3
Michael Bjerg Hansen DF - Gruppe for mit politiske virke,facebook,9
Michael Bjerg Hansen DF - Gruppe for mit politiske virke,jyllands-posten.dk,1
Michael Bjerg Hansen DF - Gruppe for mit politiske virke,nan,4
Michael Hermann 🕉️,nan,1
Michael Karl,deutschlandfunkkultur.de,2
Michael Nedersøe - Dansk Folkepartis Borgmesterkandidat til KV21 i Horsens,bt.dk,1
Michael Nedersøe - Dansk Folkepartis Borgmesterkandidat til KV21 i Horsens,ekstrabladet.dk,1
Michael Nedersøe - Dansk Folkepartis Borgmesterkandidat til KV21 i Horsens,facebook,2
Michael Nedersøe - Dansk Folkepartis Borgmesterkandidat til KV21 i Horsens,kristeligt-dagblad.dk,1
Michael Nedersøe - Dansk Folkepartis Borgmesterkandidat til KV21 i Horsens,nan,2
Michael Nielsen,berlingske.dk,1
Michael Nielsen,nan,1
Michael Nielsen,rokokoposten.dk,1
"Michael Tøgersen, politiker, V",altinget.dk,1
"Michael Tøgersen, politiker, V",borsen.dk,1
"Michael Tøgersen, politiker, V",sn.dk,1
Micke K,forbes.com,1
Micke 🇸🇪🇸🇪🇸🇪 ♥️💙💛,gota.media,1
Middelfart Facebook,facebook,7
Middelfart Facebook,nan,16
Mikael Christensen,gota.media,1
Mikael Karlsson - Batikhöger,gp.se,1
Mikael Lif,gp.se,1
Mikael Nordström PB🩸🇸🇪,gota.media,1
Mikael Wandel,bt.dk,1
Mikael Wandel,nan,2
Mikael Wandel,nyheder.tv2.dk,1
Mike Axdal,forskning.no,1
Mike Axdal,jyllands-posten.dk,1
Mike Axdal,nan,1
Mike Axdal,nyheder.tv2.dk,1
Mikkel Dencker,nan,1
Mikkel Hansen,nan,2
Mikkel Jeppesen,nan,2
Miljövänner för kärnkraft,zetland.dk,1
Mira,nan,1
Moderaterne - gruppe,information.dk,3
Moderaterne - gruppe,nordjyske.dk,1
Mogens Jensen,epochtimes.se,1
Mogens Jensen,nan,2
Mogens Lykketoft,berlingske.dk,2
Mogens Lykketoft,nan,8
Mogens Lykketoft,politiken.dk,1
Mojungnika,nan,1
Mona Christoffersen,altinget.dk,1
Mona Christoffersen,bt.dk,1
Mona Christoffersen,nan,1
Morganius Etter,nan,1
Morten Grothe-Kræmmergaard,nan,6
Morten Grothe-Kræmmergaard,rokokoposten.dk,2
Morten Messerschmidt,avisendanmark.dk,1
Morten Messerschmidt,berlingske.dk,5
Morten Messerschmidt,bt.dk,2
Morten Messerschmidt,ditoverblik.dk,2
Morten Messerschmidt,dr.dk,1
Morten Messerschmidt,ekstrabladet.dk,4
Morten Messerschmidt,facebook,13
Morten Messerschmidt,information.dk,1
Morten Messerschmidt,jyllands-posten.dk,1
Morten Messerschmidt,nan,13
Morten Messerschmidt,nyheder.tv2.dk,2
Morten Messerschmidt,politiken.dk,3
Morten Messerschmidt,tv2lorry.dk,1
Morten Messerschmidt,vimeo.com,2
Morten Messerschmidt,weekendavisen.dk,1
Morten Messerschmidt som Statsminister <3,facebook,1
Morten Messerschmidt som Statsminister <3,nan,2
Morten Reintoft,nan,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,avisendanmark.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,dr.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,information.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,klimarealisme.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,videnskab.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,weekendavisen.dk,1
Motvind Sverige - Öppen debatt om Svensk Vindkraft-,welt.de,1
Motvind Østfold,nrk.no,1
Mr Andersson,nan,1
Ms O’Bell,nan,1
Mustafa_aka_Dl@ve,samnytt.se,1
Møllerne ud på havet,aftenposten.no,1
Møllerne ud på havet,dbrs.dk,4
Møllerne ud på havet,document.no,1
Møllerne ud på havet,dr.dk,2
Møllerne ud på havet,ekstrabladet.dk,1
Møllerne ud på havet,faa.dk,1
Møllerne ud på havet,finans.dk,1
Møllerne ud på havet,finansavisen.no,1
Møllerne ud på havet,jv.dk,1
Møllerne ud på havet,jyllands-posten.dk,9
Møllerne ud på havet,klimarealisme.dk,1
Møllerne ud på havet,kristeligt-dagblad.dk,2
Møllerne ud på havet,maskinbladet.dk,1
Møllerne ud på havet,nan,7
Møllerne ud på havet,politiken.dk,1
Møllerne ud på havet,rokokoposten.dk,1
Møllerne ud på havet,tvmidtvest.dk,2
Møllerne ud på havet,weforum.org,1
NB Sønderjylland ftv 2022,dr.dk,1
NB Sønderjylland ftv 2022,kristeligt-dagblad.dk,1
NB Sønderjylland ftv 2022,nan,5
NEI TIL VINDKRAFTVERK PÅ HARAMSØYA!,aftenbladet.no,1
NEI TIL VINDKRAFTVERK PÅ HARAMSØYA!,bt.no,1
NEI TIL VINDKRAFTVERK PÅ HARAMSØYA!,nan,2
"NEI til EU-EØS-Schengen-ACER. JA:Grensekontroll,Sjølvråderett,Suverenitet",derimot.no,1
"NEI til EU-EØS-Schengen-ACER. JA:Grensekontroll,Sjølvråderett,Suverenitet",document.no,3
"NEI til EU-EØS-Schengen-ACER. JA:Grensekontroll,Sjølvråderett,Suverenitet",nan,4
"NEI til EU-EØS-Schengen-ACER. JA:Grensekontroll,Sjølvråderett,Suverenitet",resett.no,1
NEJ TIL EU,altinget.dk,1
NEJ TIL EU,nan,1
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,dr.dk,2
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,exxpress.at,1
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,facebook,3
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,indblik.net,1
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,ing.dk,1
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,nan,5
NY 🇩🇰 VI  SKAL  UD  AF  EU 🇩🇰,sn.dk,1
Nei til NRK's Tvangslisens,document.no,1
Nei til klimahysteri,document.no,1
Nei til klimahysteri,nan,4
Nei til klimahysteri,resett.no,1
Nej til religiøse parallelsamfund,ditoverblik.dk,1
Nej til religiøse parallelsamfund,dr.dk,1
Nej till vindkraft på Ripfjället,klimarealisme.dk,1
Nej till vindkraft på Ripfjället,nan,1
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",altinget.dk,1
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",jv.dk,1
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",klimarealisme.dk,3
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",mm.dk,1
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",nan,1
"Nej, til kæmpevindmøller i Naturpark Randers Fjord, Hollandsbjerg Enge.",nyheder.tv2.dk,1
Netavisen 180Grader,180grader.dk,8
Netavisen 180Grader,nan,2
Neuigkeiten AfD Arvid Immo Samtleben,facebook,1
Neutral,detgodasamhallet.com,1
NewSpeek,newspeek.info,2
NewSpeek Networks,journalista.dk,4
NewSpeek Networks,newspeek.info,31
Nichlas Flintholm Madsen bestyrelsesmedlem Dansk Folkeparti Odense,ekstrabladet.dk,1
Nicholas Just,borsen.dk,1
Nicholas Just,dr.dk,1
Nicholas Just,facebook,2
Nicholas Just,nan,1
Nicholas Just,sn.dk,3
Nickolei Granell,folkets.dk,1
Nickolei Granell,nan,1
Nicola Crow,sciencefiles.org,1
Niels Børge Eriksen NB,24nyt.dk,1
Niels Børge Eriksen NB,facebook,9
Niels Børge Eriksen NB,nan,8
Niels Christian Holst Hansen - Dansk Folkeparti  Politiske side,altinget.dk,1
Niels Christian Holst Hansen - Dansk Folkeparti  Politiske side,berlingske.dk,1
Niels Christian Holst Hansen - Dansk Folkeparti  Politiske side,facebook,3
Niels Christian Holst Hansen - Dansk Folkeparti  Politiske side,nan,1
Niels Klingenberg Vistisen - Konservativ,berlingske.dk,2
Niels Klingenberg Vistisen - Konservativ,dagbladet-holstebro-struer.dk,1
Niels Klingenberg Vistisen - Konservativ,dbrs.dk,1
Niels Klingenberg Vistisen - Konservativ,deutschland-kurier.org,1
Niels Klingenberg Vistisen - Konservativ,e-pages.dk,3
Niels Klingenberg Vistisen - Konservativ,ekstrabladet.dk,1
Niels Klingenberg Vistisen - Konservativ,forbes.com,1
Niels Klingenberg Vistisen - Konservativ,jyllands-posten.dk,3
Niels Klingenberg Vistisen - Konservativ,nan,3
Niels Klingenberg Vistisen - Konservativ,nyheder.tv2.dk,1
Niels Klingenberg Vistisen - Konservativ,politiken.dk,1
Niels Klingenberg Vistisen - Konservativ,resett.no,1
Niels Klingenberg Vistisen - Konservativ,tvmidtvest.dk,1
Niels Klingenberg Vistisen - Konservativ,zetland.dk,1
Niels M. Christensen,24nyt.dk,1
Niels M. Christensen,document.no,1
Niels M. Christensen,fightthepowerwithfreespeech.blogspot.com,1
Niels M. Christensen,jp.dk,1
Niels M. Christensen,jyllands-posten.dk,1
Niels M. Christensen,nan,9
Niels M. Christensen,nyeborgerlige.dk,1
Niels Ohlsen,politiken.dk,1
Nigel Toddsell,di.se,1
Nikolaj Bøgh,180grader.dk,1
Nikolaj Bøgh,berlingske.dk,11
Nikolaj Bøgh,dr.dk,1
Nikolaj Bøgh,information.dk,2
Nikolaj Bøgh,jyllands-posten.dk,1
Nikolaj Bøgh,kristeligt-dagblad.dk,2
Nikolaj Bøgh,nan,17
Nikolaj Bøgh,nyheder.tv2.dk,1
Nikolaj Bøgh,politiken.dk,3
Nikolaj Bøgh,raeson.dk,2
Nikolaj Bøgh,weekendavisen.dk,1
Nils Aspelin https://www.gab.com/nils_Aspelin,journalista.dk,1
Nils Eric Sjoestrand,newsvoice.se,1
Nils 🇸🇪 🇩🇰 🇮🇱,samnytt.se,1
Nin_DFO,gota.media,1
Nina Froberg,fyens.dk,1
Nina Froberg,indblik.net,1
Nina Froberg,nan,3
Nina Froberg,naturalnews.com,1
Ninnis Tankar,klimatupplysningen.se,1
Ninnis Tankar,twitter,1
Norbert Steiner,tichyseinblick.de,2
Nordfront.dk,nan,3
Nordisk Union,nan,1
Nordisk Union,spiegel.de,1
Normand ᚾᚩᚱᛞᛗᚪᚾᛞᛁᚪ,omni.se,1
Ny Fri Debat,altinget.dk,1
Ny Fri Debat,klimarealisme.dk,1
Ny Fri Debat,nan,2
Ny Fri Debat,politiken.dk,1
Ny Fri Debat,raeson.dk,1
Nye Borgerlige,facebook,3
Nye Borgerlige,nan,10
Nye Borgerlige,nyeborgerlige.dk,11
Nye Borgerlige  Skive,facebook,2
Nye Borgerlige  Skive,jyllands-posten.dk,2
Nye Borgerlige  Skive,nan,13
Nye Borgerlige  Skive,tvmidtvest.dk,1
Nye Borgerlige Aarhus,facebook,2
Nye Borgerlige Aarhus,nan,3
Nye Borgerlige Aarhus,nyeborgerlige.dk,1
Nye Borgerlige Aarhus,stiften.dk,1
Nye Borgerlige Brønderslev og Jammerbugt Kredsen,nan,1
Nye Borgerlige Esbjerg og omegn,facebook,1
Nye Borgerlige Esbjerg og omegn,nan,8
Nye Borgerlige Esbjerg og omegn,nyeborgerlige.dk,1
Nye Borgerlige Esbjerg og omegn,nyheder.tv2.dk,1
Nye Borgerlige Favrskov,facebook,7
Nye Borgerlige Favrskov,nan,14
Nye Borgerlige Frederikshavn Kommune,facebook,1
Nye Borgerlige Frederikshavn Kommune,nan,2
Nye Borgerlige Frederikshavn Kommune,nyeborgerlige.dk,1
Nye Borgerlige Gentofte,facebook,2
Nye Borgerlige Gentofte,nan,1
Nye Borgerlige Glostrup,jyllands-posten.dk,1
Nye Borgerlige Glostrup,nyeborgerlige.dk,1
Nye Borgerlige Greve/Solrød,altinget.dk,1
Nye Borgerlige Greve/Solrød,facebook,4
Nye Borgerlige Greve/Solrød,nan,1
Nye Borgerlige Greve/Solrød,nyeborgerlige.dk,1
Nye Borgerlige Haderslev,180grader.dk,1
Nye Borgerlige Haderslev,baeredygtigtlandbrug.dk,1
Nye Borgerlige Haderslev,berlingske.dk,1
Nye Borgerlige Haderslev,denkorteavis.dk,1
Nye Borgerlige Haderslev,dr.dk,2
Nye Borgerlige Haderslev,facebook,2
Nye Borgerlige Haderslev,ing.dk,1
Nye Borgerlige Haderslev,jyllands-posten.dk,2
Nye Borgerlige Haderslev,nan,9
Nye Borgerlige Haderslev,nyeborgerlige.dk,5
Nye Borgerlige Haderslev,nyheder.tv2.dk,1
Nye Borgerlige Haderslev,theguardian.com,1
Nye Borgerlige Haderslev,weekendavisen.dk,1
Nye Borgerlige Holbæk,berlingske.dk,1
Nye Borgerlige Holbæk,bt.dk,1
Nye Borgerlige Holbæk,dr.dk,1
Nye Borgerlige Holbæk,facebook,2
Nye Borgerlige Holbæk,nan,1
Nye Borgerlige Holbæk,nyeborgerlige.dk,3
Nye Borgerlige Lolland,facebook,5
Nye Borgerlige Lolland,nan,6
Nye Borgerlige Lolland,nyheder.tv2.dk,1
Nye Borgerlige Middelfart,fyens.dk,1
Nye Borgerlige Middelfart,nyeborgerlige.dk,1
Nye Borgerlige Nordfynskredsen,facebook,1
Nye Borgerlige Nordfynskredsen,jyllands-posten.dk,1
Nye Borgerlige Nordfynskredsen,nan,2
Nye Borgerlige Nordfynskredsen,nyeborgerlige.dk,1
Nye Borgerlige Odense,fyens.dk,1
Nye Borgerlige Odense,nyeborgerlige.dk,1
Nye Borgerlige Randers,facebook,4
Nye Borgerlige Randers,nan,3
Nye Borgerlige Silkeborg,facebook,1
Nye Borgerlige Silkeborg,nan,1
Nye Borgerlige Slagelse,nan,1
Nye Borgerlige Slagelse,politiken.dk,1
Nye Borgerlige Syddjurs,facebook,5
Nye Borgerlige Syddjurs,nan,2
Nye Borgerlige Sydfynskredsene,facebook,9
Nye Borgerlige Sydfynskredsene,kristeligt-dagblad.dk,1
Nye Borgerlige Sydfynskredsene,nan,3
Nye Borgerlige Sydfynskredsene,nyeborgerlige.dk,2
Nye Borgerlige Sydjylland,berlingske.dk,1
Nye Borgerlige Sydjylland,bt.dk,1
Nye Borgerlige Sydjylland,facebook,7
Nye Borgerlige Sydjylland,nan,13
Nye Borgerlige Sydjylland,nyeborgerlige.dk,1
Nye Borgerlige Thy-Mors,nan,3
Nye Borgerlige Vordingborg,altinget.dk,1
Nye Borgerlige Vordingborg,nan,3
Nye Borgerlige i Aalborg,berlingske.dk,1
Nye Borgerlige i Aalborg,dr.dk,1
Nye Borgerlige i Aalborg,ekstrabladet.dk,1
Nye Borgerlige i Aalborg,nan,1
Nye Borgerlige i Aalborg,nyeborgerlige.dk,2
Nye Borgerlige i Fredensborg,ekstrabladet.dk,1
Nye Borgerlige i Fredensborg,facebook,1
Nye Borgerlige i Fredensborg,nan,3
Nye Borgerlige i Fredensborg,nyeborgerlige.dk,1
Nye Borgerlige i Gladsaxe,facebook,2
Nye Borgerlige i Gladsaxe,nan,5
Nye Borgerlige i Helsingør,altinget.dk,2
Nye Borgerlige i Helsingør,berlingske.dk,1
Nye Borgerlige i Helsingør,ekstrabladet.dk,1
Nye Borgerlige i Helsingør,facebook,5
Nye Borgerlige i Helsingør,ing.dk,1
Nye Borgerlige i Helsingør,nan,3
Nye Borgerlige i Helsingør,nyeborgerlige.dk,1
Nye Borgerlige i Himmerland,nan,7
Nye Borgerlige i Holstebro,altinget.dk,1
Nye Borgerlige i Holstebro,facebook,6
Nye Borgerlige i Holstebro,nan,5
Nye Borgerlige i Holstebro,nyeborgerlige.dk,2
Nye Borgerlige i Holstebro,politiken.dk,1
Nye Borgerlige i Kolding,berlingske.dk,2
Nye Borgerlige i Kolding,bt.dk,2
Nye Borgerlige i Kolding,facebook,14
Nye Borgerlige i Kolding,jyllands-posten.dk,2
Nye Borgerlige i Kolding,klimarealisme.dk,1
Nye Borgerlige i Kolding,kristeligt-dagblad.dk,1
Nye Borgerlige i Kolding,nan,5
Nye Borgerlige i Kolding,nyeborgerlige.dk,1
Nye Borgerlige i København,folkets.dk,1
Nye Borgerlige i København,nan,5
Nye Borgerlige i Lyngby-Taarbæk,180grader.dk,1
Nye Borgerlige i Lyngby-Taarbæk,facebook,3
Nye Borgerlige i Lyngby-Taarbæk,nan,7
Nye Borgerlige i Lyngby-Taarbæk,nyeborgerlige.dk,2
Nye Borgerlige i Nyborg,baeredygtigtlandbrug.dk,1
Nye Borgerlige i Nyborg,facebook,1
Nye Borgerlige i Nyborg,landbrugsavisen.dk,1
Nye Borgerlige i Nyborg,nan,1
Nye Borgerlige i Næstved,dr.dk,1
Nye Borgerlige i Næstved,facebook,5
Nye Borgerlige i Næstved,jyllands-posten.dk,2
Nye Borgerlige i Næstved,nan,6
Nye Borgerlige i Næstved,nyeborgerlige.dk,1
Nye Borgerlige i Næstved,nyheder.tv2.dk,1
Nye Borgerlige i Rudersdal,facebook,3
Nye Borgerlige i Rudersdal,ing.dk,1
Nye Borgerlige i Rudersdal,nyeborgerlige.dk,2
Nye Borgerlige i Vejle Kommune,nan,1
NyeBorgerlige Struer/Lemvig kredsen,berlingske.dk,1
NyeBorgerlige Struer/Lemvig kredsen,effektivtlandbrug.landbrugnet.dk,1
NyeBorgerlige Struer/Lemvig kredsen,ekstrabladet.dk,1
NyeBorgerlige Struer/Lemvig kredsen,facebook,3
NyeBorgerlige Struer/Lemvig kredsen,nan,5
NyeBorgerlige Struer/Lemvig kredsen,nyheder.tv2.dk,1
Nyheter som Formar Sverige,facebook,1
Nyt Babel,nan,2
OMØ,altinget.dk,1
OMØ,borgerforslag.dk,2
OMØ,dr.dk,1
OMØ,information.dk,1
Oberst Hagel,nan,1
Odder Politik,borgerforslag.dk,1
Odder Politik,e-pages.dk,1
Odder Politik,kristeligt-dagblad.dk,1
Odder Politik,nan,19
Oden,nan,2
Oden,newsvoice.se,1
Odsherred,facebook,2
Odsherred,nan,1
Ola Kallqvist,nan,1
Ole Birk Olesen,altinget.dk,1
Ole Birk Olesen,berlingske.dk,1
Ole Birk Olesen,facebook,2
Ole Birk Olesen,jp.dk,1
Ole Birk Olesen,nan,20
"Oplev Vores Ærø 1,1",altinget.dk,1
"Oplev Vores Ærø 1,1",ditoverblik.dk,1
"Oplev Vores Ærø 1,1",gylle.dk,1
"Oplev Vores Ærø 1,1",indblik.dk,1
"Oplev Vores Ærø 1,1",information.dk,3
"Oplev Vores Ærø 1,1",information.dk/indland,1
"Oplev Vores Ærø 1,1",nan,2
Oprør fra Landet,effektivtlandbrug.landbrugnet.dk,4
Oprør fra Landet,landbrugsavisen.dk,1
Oprør fra Landet,maskinbladet.dk,1
Oprør fra Landet,nan,2
Orianalind 🇸🇪,gota.media,1
Os uden vaccinepas - hvad får vi lov til?,indblik.net,1
Ove Larsson on GETTR @Hooverkina,youtube,1
P,gota.media,1
P. Jensen,jp.dk,1
P. Jensen,nyheder.tv2.dk,1
PV- som statsminister,24nyt.dk,3
PV- som statsminister,altinget.dk,3
PV- som statsminister,baeredygtigtlandbrug.dk,1
PV- som statsminister,berlingske.dk,6
PV- som statsminister,bt.dk,9
PV- som statsminister,denkorteavis.dk,3
PV- som statsminister,ditoverblik.dk,3
PV- som statsminister,document.dk,3
PV- som statsminister,document.no,2
PV- som statsminister,dr.dk,11
PV- som statsminister,ekstrabladet.dk,4
PV- som statsminister,facebook,10
PV- som statsminister,folkets.dk,2
PV- som statsminister,foxnews.com,1
PV- som statsminister,gylle.dk,1
PV- som statsminister,indblik.dk,1
PV- som statsminister,jyllands-posten.dk,11
PV- som statsminister,klimarealisme.dk,1
PV- som statsminister,kristeligt-dagblad.dk,3
PV- som statsminister,ksdha.wordpress.com,11
PV- som statsminister,landbrugsavisen.dk,1
PV- som statsminister,miniistid.blogg.no,1
PV- som statsminister,msn.com,1
PV- som statsminister,nan,44
PV- som statsminister,newspeek.info,2
PV- som statsminister,nyheder.tv2.dk,3
PV- som statsminister,politiken.dk,2
PV- som statsminister,videnskab.dk,1
Palle Thomsen,nan,3
Palle Vestergaard 🇩🇰🇸🇪🇮🇱,kvartal.se,1
Pappa Persson,gota.media,1
Paulina Neuding,berlingske.dk,1
Paúl Danielsson,nan,1
Per B. Frostholm,nyheder.tv2.dk,1
Per Blomqvist,detgodasamhallet.com,1
Per Erik,gp.se,1
Per Erik,youtube,1
Per Eriksson 🇸🇪🇪🇺😇🔱🥋⚔️. 🇺🇦,gota.media,1
Per Fleischer,nan,1
Per Lönn-Christensen,nan,3
Per Lönn-Christensen,nyheder.tv2.dk,2
Per Lönn-Christensen,videnskab.dk,1
Per Raymond Sollid,derimot.no,1
Per Raymond Sollid,disq.us,1
Per-Gunnar Wedholm,varldenidag.se,1
Pernille Vermund,facebook,9
Pernille Vermund,nan,5
Pernille Vermund Støttegruppe,180grader.dk,1
Pernille Vermund Støttegruppe,altinget.dk,1
Pernille Vermund Støttegruppe,berlingske.dk,1
Pernille Vermund Støttegruppe,facebook,4
Pernille Vermund Støttegruppe,journalista.dk,2
Pernille Vermund Støttegruppe,jyllands-posten.dk,1
Pernille Vermund Støttegruppe,kristeligt-dagblad.dk,1
Pernille Vermund Støttegruppe,ksdha.wordpress.com,8
Pernille Vermund Støttegruppe,nan,11
Pernille Vermund Støttegruppe,nyheder.tv2.dk,1
Petar Socevic,berlingske.dk,1
Petar Socevic,nan,38
Petar Socevic,raeson.dk,2
Peter Andreasen,berlingske.dk,1
Peter Fällgren,nan,1
Peter Hedegård 🇩🇰🇺🇦🇺🇳🇪🇺 📸🎗,nan,1
Peter Hedegård 🇩🇰🇺🇦🇺🇳🇪🇺 📸🎗,nyheder.tv2.dk,1
Peter Jensen (gab.com/ruactive2) 🇩🇰,nan,1
Peter Jensen (gab.com/ruactive2) 🇩🇰,nyeborgerlige.dk,1
Peter Juel-Jensen,berlingske.dk,1
Peter Juel-Jensen,landbrugsavisen.dk,1
Peter Juel-Jensen,nan,2
Peter Menzel,eike-klima-energie.eu,1
Peter Nedergaard,berlingske.dk,7
Peter Nedergaard,k.dk,4
Peter Seier Christensen,facebook,7
Peter Seier Christensen,nan,7
Peter Seier Christensen,nyeborgerlige.dk,15
Peter Skaarup,berlingske.dk,4
Peter Skaarup,bt.dk,1
Peter Skaarup,denkorteavis.dk,1
Peter Skaarup,ditoverblik.dk,2
Peter Skaarup,dr.dk,4
Peter Skaarup,ekstrabladet.dk,1
Peter Skaarup,facebook,1
Peter Skaarup,jyllands-posten.dk,1
Peter Skaarup,nan,3
Peter Skaarup,nyheder.tv2.dk,1
Peter Wahlgren,borsen.dk,1
Peter Westermann,berlingske.dk,1
Peter Westermann,dr.dk,1
Peter Westermann,information.dk,2
Peter Westermann,nan,5
Peter Westermann,nyheder.tv2.dk,1
Peter Zwiefelhofer,jp.dk,1
Petterssonsblogg.se,petterssonsblogg.se,1
Pia Adelsteen,ditoverblik.dk,4
Pia Adelsteen,jyllands-posten.dk,1
Pia Adelsteen,nan,1
"Pia Kjærsgaard - TAK, for din indsats for Danmark",24nyt.dk,3
Pia Stampe,indblik.net,1
Pia Stampe,nan,2
Pia Stampe,nyheder.tv2.dk,2
Piotr Ta,videnskab.dk,1
Pip fra politiker,berlingske.dk,5
Pip fra politiker,information.dk,6
Pip fra politiker,nan,64
Pip fra politiker,nyheder.tv2.dk,3
Pip fra politiker,politiken.dk,11
Pisse Mugg,nan,2
PolishView,nan,1
Politi & PET Tryghed & Sikkerhed i Danmark Gruppe for Borgerdebat,dr.dk,1
Politi & PET Tryghed & Sikkerhed i Danmark Gruppe for Borgerdebat,facebook,1
Politi & PET Tryghed & Sikkerhed i Danmark Gruppe for Borgerdebat,indblik.net,1
Politi & PET Tryghed & Sikkerhed i Danmark Gruppe for Borgerdebat,nan,1
Politi & PET Tryghed & Sikkerhed i Danmark Gruppe for Borgerdebat,newspeek.info,1
Politik News.,nan,4
Politik News.,nyheder.tv2.dk,2
Politik Skanderborg Kommune,berlingske.dk,1
Politik Skanderborg Kommune,dr.dk,2
Politik Skanderborg Kommune,facebook,1
Politik Skanderborg Kommune,information.dk,1
Politik Skanderborg Kommune,nan,14
Politik Skanderborg Kommune,tv2ostjylland.dk,1
Politik i Sønderborg,altinget.dk,1
Politik i Sønderborg,ditoverblik.dk,1
Politik i Sønderborg,energiwatch.dk,2
Politik i Sønderborg,facebook,6
Politik i Sønderborg,ing.dk,3
Politik i Sønderborg,jv.dk,3
Politik i Sønderborg,jyllands-posten.dk,1
Politik i Sønderborg,nan,23
Politik i Sønderborg,videnskab.dk,1
Politik.design - Politiker Bjarne Lastein,altinget.dk,1
Politik.design - Politiker Bjarne Lastein,avisendanmark.dk,1
Politik.design - Politiker Bjarne Lastein,berlingske.dk,1
Politik.design - Politiker Bjarne Lastein,bt.dk,1
Politik.design - Politiker Bjarne Lastein,dr.dk,11
Politik.design - Politiker Bjarne Lastein,facebook,6
Politik.design - Politiker Bjarne Lastein,indblik.dk,1
Politik.design - Politiker Bjarne Lastein,information.dk,1
Politik.design - Politiker Bjarne Lastein,jyllands-posten.dk,1
Politik.design - Politiker Bjarne Lastein,kristeligt-dagblad.dk,2
Politik.design - Politiker Bjarne Lastein,nan,54
Politik.design - Politiker Bjarne Lastein,nyheder.tv2.dk,1
Politik.design - Politiker Bjarne Lastein,politiken.dk,1
Politik.design - Politiker Bjarne Lastein,raeson.dk,1
Politik.design - Politiker Bjarne Lastein,videnskab.dk,1
Politik.design - Politiker Bjarne Lastein,weekendavisen.dk,2
Politisk AllmänDebatt - PolAD,folkets.dk,1
Politisk Debat DK,ditoverblik.dk,1
Politiskt Inkorrekt,aftonbladet.se,1
Politiskt Inkorrekt,e-pages.dk,1
Politiskt Inkorrekt,samnytt.se,1
Popper,berlingske.dk,1
Popper,jp.dk,1
Poul Højlund NB,jyllands-posten.dk,1
Poul Højlund NB,nan,1
Poul Højlund NB,tvmidtvest.dk,1
Presse-fotos.dk Jylland,nan,1
Psykdoktorn 🇬🇷🇸🇪,youtube,2
Pär,gota.media,1
Přehled dění - doma i ve světě,nan,4
REO,forbes.com,1
REO,jyllands-posten.dk,1
